uniprot_id	ncbi_gene	gene_name	gene_description	gene_aliases	pmid	year	in_title	fraction_mentions	total_genes	journal	full_text	title
O75459	8712	PAGE1	PAGE family member 1	AL5, CT16.3, GAGE-9, GAGEB1, PAGE-1	35237329	2022	False	0.3333	3	Int J Biomater	True	A Comparative Evaluation of the Radiopacity of Contemporary Restorative CAD/CAM Blocks Using Digital Radiography Based on the Impact of Material Composition
Q5THK1	253143	PRR14L	proline rich 14 like	C22orf30	30573780	2019	True	0.4219	50	Leukemia	True	PRR14L mutations are associated with chromosome 22 acquired uniparental disomy, age related clonal hematopoiesis and myeloid neoplasia
Q5T7W7	158427	TSTD2	thiosulfate sulfurtransferase like domain containing 2	C9orf97	37114071	2023	True	0.7661	19	Int J Gen Med	True	Low Expression of TSTD2 Serves as a Biomarker for Poor Prognosis in Kidney Renal Clear Cell Carcinoma
Q5T7W7	158427	TSTD2	thiosulfate sulfurtransferase like domain containing 2	C9orf97	36699658	2022	True	0.5169	32	Med Int (Lond)	True	Serum anti-TSTD2 antibody as a biomarker for atherosclerosis-induced ischemic stroke and chronic kidney disease
Q8NB46	283373	ANKRD52	ankyrin repeat domain 52	ANKRD33, ARSC	38296907	2024	True	0.8667	2	Biochem Genet	False	Clinical and Immunological Significance of ANKRD52 in Pan-Cancer.
Q8NB46	283373	ANKRD52	ankyrin repeat domain 52	ANKRD33, ARSC	33096142	2021	True	0.3871	4	Biochim Biophys Acta Mol Cell Res	False	TAZ negatively regulates the novel tumor suppressor ANKRD52 and promotes PAK1 dephosphorylation in lung adenocarcinomas.
Q8NB46	283373	ANKRD52	ankyrin repeat domain 52	ANKRD33, ARSC	36039821	2022	False	0.5	2	J Cell Mol Med	True	Circular RNAs in peripheral blood mononuclear cells are more stable than linear RNAs upon sample processing delay
Q8NB46	283373	ANKRD52	ankyrin repeat domain 52	ANKRD33, ARSC	36287117	2022	False	0.5	2	Noncoding RNA	True	In Silico Identification and Characterization of circRNAs as Potential Virulence-Related miRNA/siRNA Sponges from Entamoeba histolytica and Encystment-Related circRNAs from Entamoeba invadens
Q75VX8	150946	GAREM2	GRB2 associated regulator of MAPK1 subtype 2	FAM59B, GAREML	33931009	2021	True	0.332	15	Cell Mol Biol Lett	True	Effect of the glycine-rich domain in GAREM2 on its unique subcellular localization upon EGF stimulation
Q8N9Z2	168455	CCDC71L	coiled-coil domain containing 71 like	C7orf74	38367702	2024	True	1.0	1	J Stomatol Oral Maxillofac Surg	False	CCDC71L as a novel prognostic marker and immunotherapy target via lipid metabolism in head and neck squamous cell carcinoma.
Q3KP44	79722	ANKRD55	ankyrin repeat domain 55		35983018	2022	True	0.6567	8	Int J Endocrinol	True	Association of ANKRD55 Gene Polymorphism with HT: A Protective Factor for Disease Susceptibility
Q3KP44	79722	ANKRD55	ankyrin repeat domain 55		33491520	2022	True	0.6	3	Int J Neurosci	False	Investigating the association of polymorphisms of ANKRD55 and MMEL1 with susceptibility to multiple sclerosis in Iranian population.
Q3KP44	79722	ANKRD55	ankyrin repeat domain 55		34610981	2021	False	0.6667	2	Diabetes	False	Genetic Studies of Metabolomics Change After a Liquid Meal Illuminate Novel Pathways for Glucose and Lipid Metabolism.
Q3KP44	79722	ANKRD55	ankyrin repeat domain 55		32961749	2020	False	0.6667	2	Int J Mol Sci	True	Comprehensive Survey and Comparative Assessment of RNA-Binding Residue Predictions with Analysis by RNA Type
Q3KP44	79722	ANKRD55	ankyrin repeat domain 55		33827590	2021	False	0.3505	23	Cancer Cell Int	True	Role of tumor mutation burden-related signatures in the prognosis and immune microenvironment of pancreatic ductal adenocarcinoma
Q7Z5L2	27291	R3HCC1L	R3H domain and coiled-coil containing 1 like	C10orf28, GIDRP86, GIDRP88, PSORT	35631090	2022	False	0.6	4	Pathogens	True	Challenges in Serologic Diagnostics of Neglected Human Systemic Mycoses: An Overview on Characterization of New Targets
Q8IV32	64925	CCDC71	coiled-coil domain containing 71		39681175	2024	False	0.3333	3	Behav Brain Res	False	Investigating the shared genetic architecture between anxiety and stroke.
Q9BTY7	51236	HGH1	HGH1 homolog	BRP16, BRP16L, C8orf30A, C8orf30B, FAM203A, FAM203B	38937228	2024	True	1.0	1	Asian J Surg	False	Comprehensive analysis of the prognostic and immunological roles of HGH1 in breast cancer.
Q9BTY7	51236	HGH1	HGH1 homolog	BRP16, BRP16L, C8orf30A, C8orf30B, FAM203A, FAM203B	39251967	2024	True	1.0	1	BMC Cancer	False	The role of HGH1 in breast cancer prognosis: a study on immune response and cell cycle.
Q9BTY7	51236	HGH1	HGH1 homolog	BRP16, BRP16L, C8orf30A, C8orf30B, FAM203A, FAM203B	24124083	2014	True	1.0	1	Biotechnol Prog	False	MALDI-TOF characterization of hGH1 produced by hairy root cultures of Brassica oleracea var. italica grown in an airlift with mesh bioreactor.
Q9BTY7	51236	HGH1	HGH1 homolog	BRP16, BRP16L, C8orf30A, C8orf30B, FAM203A, FAM203B	39691959	2025	True	0.5351	49	Cell Adh Migr	True	Knockdown of HGH1 in breast cancer cell lines can inhibit the viability, invasion and migration of tumor cells
Q9BTY7	51236	HGH1	HGH1 homolog	BRP16, BRP16L, C8orf30A, C8orf30B, FAM203A, FAM203B	38844963	2024	True	0.3465	20	Breast Cancer Res	True	NSUN2/YBX1 promotes the progression of breast cancer by enhancing HGH1 mRNA stability through m5C methylation
Q9BTY7	51236	HGH1	HGH1 homolog	BRP16, BRP16L, C8orf30A, C8orf30B, FAM203A, FAM203B	36077353	2022	False	0.4	2	Int J Mol Sci	True	Preparation and Properties of Double-Crosslinked Hydroxyapatite Composite Hydrogels
Q8TBB5	54758	KLHDC4	kelch domain containing 4		39706520	2024	True	0.7273	2	J Genet Genomics	False	A rare KLHDC4 variant Glu510Lys is associated with genetic susceptibility and promotes tumor metastasis in nasopharyngeal carcinoma.
Q8TBB5	54758	KLHDC4	kelch domain containing 4		27030985	2016	True	0.6394	18	PLoS One	True	Upregulation of KLHDC4 Predicts a Poor Prognosis in Human Nasopharyngeal Carcinoma
Q6ICG6	23313	KIAA0930	KIAA0930	C22orf9, LSC3	37477523	2023	True	0.5337	37	Oncotarget	True	The uncharacterized transcript KIAA0930 confers a cachexic phenotype on cancer cells
Q6ICG6	23313	KIAA0930	KIAA0930	C22orf9, LSC3	36746431	2023	False	1.0	1	Br J Haematol	False	A three-gene leukaemic stem cell signature score is robustly prognostic in chronic myelomonocytic leukaemia.
Q6ICG6	23313	KIAA0930	KIAA0930	C22orf9, LSC3	35669408	2022	False	0.6667	3	Mitig Adapt Strateg Glob Chang	True	Level of preparedness of the residential building industry in Australia to climate change adaptation: a case of residential building companies in Brisbane, Queensland
Q6ICG6	23313	KIAA0930	KIAA0930	C22orf9, LSC3	36131606	2022	False	0.4167	2	Neoplasma	False	Alternative splicing analysis showed the splicing factor polypyrimidine tract-binding protein 1 as a potential target in acute myeloid leukemia therapy.
Q6ICG6	23313	KIAA0930	KIAA0930	C22orf9, LSC3	32393777	2020	False	0.3101	8	Nat Commun	True	Protein-altering germline mutations implicate novel genes related to lung cancer development
Q8N128	283635	FAM177A1	family with sequence similarity 177 member A1	C14orf24	38767059	2024	True	0.9	2	Genet Med	False	Loss of function of FAM177A1, a Golgi complex localized protein, causes a novel neurodevelopmental disorder.
Q8N128	283635	FAM177A1	family with sequence similarity 177 member A1	C14orf24	34799425	2021	True	0.3333	5	J Immunol	False	FAM177A1 Inhibits IL-1beta-Induced Signaling by Impairing TRAF6-Ubc13 Association.
Q96K17	91408	BTF3L4	basic transcription factor 3 like 4		38320629	2024	True	0.9231	2	Am J Pathol	False	Basic Transcription Factor 3 Like 4 Enhances Malignant Phenotypes through Modulating Tumor Cell Function and Immune Microenvironment in Glioma.
Q86WR7	254427	PROSER2	proline and serine rich 2	C10orf47	38293943	2024	True	0.4576	22	J Proteome Res	True	New Function Annotation of PROSER2 in Pancreatic Ductal Adenocarcinoma
Q86WR7	254427	PROSER2	proline and serine rich 2	C10orf47	36561964	2022	True	0.4035	42	Exp Ther Med	True	PROSER2 is a poor prognostic biomarker for patients with osteosarcoma and promotes proliferation, migration and invasion of osteosarcoma cells
Q86WR7	254427	PROSER2	proline and serine rich 2	C10orf47	35210835	2022	True	0.3237	48	Int J Gen Med	True	Comprehensive Analysis of the PROSER2-AS1-Related ceRNA Network and Immune Cell Infiltration in Papillary Thyroid Carcinoma
Q96GI7	375061	FAM89A	family with sequence similarity 89 member A	C1orf153	34589675	2021	True	0.3097	4	Pediatr Investig	True	FAM89A and IFI44L for distinguishing between viral and bacterial infections in children with febrile illness
Q96GI7	375061	FAM89A	family with sequence similarity 89 member A	C1orf153	29795312	2018	False	0.5714	2	Sci Rep	True	A 2-transcript host cell signature distinguishes viral from bacterial diarrhea and it is influenced by the severity of symptoms
Q96GI7	375061	FAM89A	family with sequence similarity 89 member A	C1orf153	39478691	2024	False	0.5	2	Comput Psychiatr	True	RDoC Framework Through the Lens of Predictive Processing: Focusing on Cognitive Systems Domain
Q96GI7	375061	FAM89A	family with sequence similarity 89 member A	C1orf153	27552617	2016	False	0.5	2	JAMA	False	Diagnostic Test Accuracy of a 2-Transcript Host RNA Signature for Discriminating Bacterial vs Viral Infection in Febrile Children.
Q96GI7	375061	FAM89A	family with sequence similarity 89 member A	C1orf153	33393977	2021	False	0.4	3	JAMA Pediatr	True	Translation of a Host Blood RNA Signature Distinguishing Bacterial From Viral Infection Into a Platform Suitable for Development as a Point-of-Care Test
Q96GI7	375061	FAM89A	family with sequence similarity 89 member A	C1orf153	33730571	2021	False	0.3333	12	Cell Rep	True	Transcriptome-wide association study reveals two genes that influence mismatch negativity
Q7Z422	26099	SZRD1	SUZ RNA binding domain containing 1	C1orf144	35087287	2022	True	0.6667	2	Cancer Manag Res	True	LncRNA FOXD3-AS1 Promotes Tumorigenesis of Glioma via Targeting miR-128-3p/SZRD1 Axis [Retraction]
Q7Z422	26099	SZRD1	SUZ RNA binding domain containing 1	C1orf144	33015801	2020	True	0.4706	2	Eur Rev Med Pharmacol Sci	False	Long non-coding RNA LINC00346 regulates proliferation and apoptosis by targeting miR-128-3p/SZRD1 axis in glioma.
Q7Z422	26099	SZRD1	SUZ RNA binding domain containing 1	C1orf144	37507022	2023	False	0.3843	51	J Biol Chem	True	SUZ domain-containing proteins have multiple effects on nonsense-mediated decay target transcripts
Q7Z422	26099	SZRD1	SUZ RNA binding domain containing 1	C1orf144	28819415	2017	False	0.3621	27	J Cancer	True	SZRD1 is a Novel Protein that Functions as a Potential Tumor Suppressor in Cervical Cancer
Q53LP3	65124	SOWAHC	sosondowah ankyrin repeat domain family member C	ANKRD57, C2orf26	32016477	2020	True	0.3507	15	Mol Med Rep	True	Methylation-driven genes PMPCAP1, SOWAHC and ZNF454 as potential prognostic biomarkers in lung squamous cell carcinoma
Q8IY42	55286	C4orf19	PDCD10 and GCKIII kinases associated 1	C4orf19	35281862	2022	True	0.4711	14	J Cancer	True	Down-regulated C4orf19 confers poor prognosis in colon adenocarcinoma identified by gene co-expression network
Q8IY42	55286	C4orf19	PDCD10 and GCKIII kinases associated 1	C4orf19	35370291	2022	False	1.0	1	Cancer Gene Ther	False	Alternative splicing events in tumor immune infiltration in renal clear cell carcinomas.
Q8IY42	55286	C4orf19	PDCD10 and GCKIII kinases associated 1	C4orf19	38517886	2024	False	0.5	2	Cell Rep	False	Evolution of chromosome-arm aberrations in breast cancer through genetic network rewiring.
Q8IY42	55286	C4orf19	PDCD10 and GCKIII kinases associated 1	C4orf19	38288096	2024	False	0.4945	25	Front Oncol	True	Clear cell renal cell carcinoma: immunological significance of alternative splicing signatures
Q9Y2H5	22874	PLEKHA6	pleckstrin homology domain containing A6	PEPP-3, PEPP3	35073982	2022	False	0.3548	4	Clin Epigenetics	True	Integrated 5-hydroxymethylcytosine and fragmentation signatures as enhanced biomarkers in lung cancer
Q9H6Y5	79917	MAGIX	MAGI family member, X-linked	JM10, PDZX	26398022	2015	False	1.0	1	Water Sci Technol	False	Denitrification characteristics of a newly isolated indigenous aerobic denitrifying bacterium under oligotrophic conditions.
Q9H6Y5	79917	MAGIX	MAGI family member, X-linked	JM10, PDZX	29222507	2017	False	0.5	2	Nat Commun	True	Induced unconventional superconductivity on the surface states of Bi2Te3 topological insulator
Q9C073	81558	FAM117A	family with sequence similarity 117 member A		35280504	2022	True	0.6364	17	Evid Based Complement Alternat Med	True	FAM117A Is a New Prognostic Marker of Lung Adenocarcinoma and Predicts Sensitivity to PD0332991
Q9C073	81558	FAM117A	family with sequence similarity 117 member A		39508514	2024	False	0.5	2	Ann Hum Biol	False	Exploring biomarkers of Alzheimer's disease based on multi-omics and Mendelian randomisation analysis.
O94819	9920	KBTBD11	kelch repeat and BTB domain containing 11	KLHDC7C	29267898	2018	True	0.375	2	Ann Oncol	False	A polymorphic MYC response element in KBTBD11 influences colorectal cancer risk, especially in interaction with an MYC-regulated SNP rs6983267.
P57060	10069	RWDD2B	RWD domain containing 2B	C21orf6, GL011	32755071	2021	True	0.75	2	Arthritis Rheumatol	False	Multi-Tissue Epigenetic and Gene Expression Analysis Combined With Epigenome Modulation Identifies RWDD2B as a Target of Osteoarthritis Susceptibility.
A6NEL2	345079	SOWAHB	sosondowah ankyrin repeat domain family member B	ANKRD56	38263767	2024	True	1.0	1	Expert Rev Mol Diagn	False	SOWAHB polymorphisms affect thyroid cancer risk in the Chinese Han population.
Q9Y2E4	22982	DIP2C	disco interacting protein 2 homolog C	KIAA0934	35987071	2022	True	1.0	1	Psychiatry Res	False	DIP2C polymorphisms are implicated in susceptibility and clinical phenotypes of autism spectrum disorder.
Q9Y2E4	22982	DIP2C	disco interacting protein 2 homolog C	KIAA0934	34617658	2022	True	1.0	1	Am J Med Genet A	False	Novel DIP2C gene splicing variant in an individual with focal infantile epilepsy.
Q9Y2E4	22982	DIP2C	disco interacting protein 2 homolog C	KIAA0934	38421105	2024	True	0.5	5	Am J Med Genet A	False	De novo variants predicting haploinsufficiency for DIP2C are associated with expressive speech delay.
Q9Y2E4	22982	DIP2C	disco interacting protein 2 homolog C	KIAA0934	39958070	2025	False	0.5	2	Cureus	False	Expanding the Gastrointestinal Phenotype of 10p15.3 Microdeletion Syndrome: Refractory Atypical Gastroparesis in an Adult.
Q9Y2E4	22982	DIP2C	disco interacting protein 2 homolog C	KIAA0934	34516978	2022	False	0.5	3	Environ Res	False	Arsenic exposure and human blood DNA methylation and hydroxymethylation profiles in two diverse populations from Bangladesh and Spain.
Q9Y2E4	22982	DIP2C	disco interacting protein 2 homolog C	KIAA0934	39696561	2024	False	0.4286	4	BMC Med Genomics	True	Prenatal diagnosis and molecular cytogenetic analysis of pure chromosome 10p15.3 microdeletion using chromosomal microarray analysis
Q7Z7L8	387763	C11orf96	chromosome 11 open reading frame 96	AG2	35538492	2022	True	0.6814	36	BMC Vet Res	True	Molecular cloning, characterization, and functional analysis of the uncharacterized C11orf96 gene
Q7Z7L8	387763	C11orf96	chromosome 11 open reading frame 96	AG2	35245213	2022	False	0.4688	3	Acta Crystallogr C Struct Chem	True	Coordination chemistry of nitrile-functionalized mixed thia-aza macrocycles [9]aneN2S and [9]aneNS2 towards silver(I)
Q7Z7L8	387763	C11orf96	chromosome 11 open reading frame 96	AG2	32133849	2020	False	0.4545	2	Inorg Chem	True	Self-Assembly of Multinuclear Sandwich Silver(I) Complexes by Cooperation of Hexakis(azaheteroaryl)benzene Ligands, Argentophilic Interactions, and Fluoride Inclusion
Q7Z7L8	387763	C11orf96	chromosome 11 open reading frame 96	AG2	28586620	2017	False	0.4444	2	J Phys Chem A	False	Density Functional Study of Neutral and Charged Silver Clusters Agn with n = 2-22. Evolution of Properties and Structure.
Q7Z7L8	387763	C11orf96	chromosome 11 open reading frame 96	AG2	36340977	2022	False	0.431	4	IUCrdata	True	 catena-Poly[[(benzyldiphenylphosphine-kappaP)silver(I)]-mu-nitrato-kappa2 O:O'-[(benzyldiphenylphosphine-kappaP)silver(I)]-mu-nitrato-kappa4 O,O':O',O'']
Q7Z7L8	387763	C11orf96	chromosome 11 open reading frame 96	AG2	37914680	2023	False	0.4118	2	Nat Commun	True	A low-nuclear Ag4 nanocluster as a customized catalyst for the cyclization of propargylamine with CO2
Q7Z7L8	387763	C11orf96	chromosome 11 open reading frame 96	AG2	33117761	2020	False	0.4	7	Front Pediatr	True	Ontogeny Related Changes in the Pediatric Liver Metabolome
Q7Z7L8	387763	C11orf96	chromosome 11 open reading frame 96	AG2	35919440	2022	False	0.325	3	Chem Sci	True	Pyridine dicarbanion-bonded Ag13 organometallic nanoclusters: synthesis and on-surface oxidative coupling reaction 
Q9HAC8	80019	UBTD1	ubiquitin domain containing 1		39819411	2025	True	1.0	1	Recent Pat Anticancer Drug Discov	False	Ubiquitination-related Gene UBTD1 Mediates Poor Prognosis of Colorectal Cancer and Affects Colorectal Cancer Cell Proliferation and Ferroptosis.
Q9HAC8	80019	UBTD1	ubiquitin domain containing 1		39095643	2024	True	0.7957	13	Sci Rep	True	UBTD1 is a potential prognostic biomarker in colorectal cancer
Q9HAC8	80019	UBTD1	ubiquitin domain containing 1		30804013	2019	True	0.5	6	EMBO Rep	False	UBTD1 is a mechano-regulator controlling cancer aggressiveness.
Q9HAC8	80019	UBTD1	ubiquitin domain containing 1		39003255	2024	True	0.4434	33	Cell Death Dis	True	The ubiquitin-like protein UBTD1 promotes colorectal cancer progression by stabilizing c-Myc to upregulate glycolysis
Q3ZCV2	163747	CIMAP2 {ECO:0000312|HGNC:HGNC:26854}	ciliary microtubule associated protein 2	C1orf177, LEM, LEXM	27960036	2017	True	0.3182	3	FEBS J	False	Emerin self-assembly mechanism: role of the LEM domain.
Q3ZCV2	163747	CIMAP2 {ECO:0000312|HGNC:HGNC:26854}	ciliary microtubule associated protein 2	C1orf177, LEM, LEXM	39117312	2024	False	1.0	1	J Aging Phys Act	False	Lumbar Extensor Muscle Strength and Physical Performance in Community-Dwelling Older Adults: Findings From SarcoSpine Cohort.
Q3ZCV2	163747	CIMAP2 {ECO:0000312|HGNC:HGNC:26854}	ciliary microtubule associated protein 2	C1orf177, LEM, LEXM	32601595	2020	False	0.9828	2	Maxillofac Plast Reconstr Surg	True	Facial fractures and associated injuries in high- versus low-energy trauma: all are not created equal
Q3ZCV2	163747	CIMAP2 {ECO:0000312|HGNC:HGNC:26854}	ciliary microtubule associated protein 2	C1orf177, LEM, LEXM	36616997	2022	False	0.9655	2	Sensors (Basel)	True	Wireless Link Selection Methods for Maritime Communication Access Networks:A Deep Learning Approach
Q3ZCV2	163747	CIMAP2 {ECO:0000312|HGNC:HGNC:26854}	ciliary microtubule associated protein 2	C1orf177, LEM, LEXM	33227657	2021	False	0.8	2	Curr Opin Cell Biol	False	The Sky's the LEMit: New insights into nuclear structure regulation of transcription factor activity.
Q3ZCV2	163747	CIMAP2 {ECO:0000312|HGNC:HGNC:26854}	ciliary microtubule associated protein 2	C1orf177, LEM, LEXM	34602755	2021	False	0.7188	2	J Clean Prod	True	Overcoming barriers for the adoption of Local Energy and Flexibility Markets: A user-centric and hybrid model
Q3ZCV2	163747	CIMAP2 {ECO:0000312|HGNC:HGNC:26854}	ciliary microtubule associated protein 2	C1orf177, LEM, LEXM	39692844	2024	False	0.6667	2	J Patient Rep Outcomes	True	Improvements in quality of life of patients with multiple sclerosis receiving alemtuzumab in clinical practice: the LEMVIDA study
Q3ZCV2	163747	CIMAP2 {ECO:0000312|HGNC:HGNC:26854}	ciliary microtubule associated protein 2	C1orf177, LEM, LEXM	35205590	2022	False	0.5455	2	Entropy (Basel)	True	TLP-CCC: Temporal Link Prediction Based on Collective Community and Centrality Feature Fusion
Q3ZCV2	163747	CIMAP2 {ECO:0000312|HGNC:HGNC:26854}	ciliary microtubule associated protein 2	C1orf177, LEM, LEXM	33166329	2020	False	0.5417	4	PLoS One	True	The impact of differences in text segmentation on the automated quantitative evaluation of song-lyrics
Q3ZCV2	163747	CIMAP2 {ECO:0000312|HGNC:HGNC:26854}	ciliary microtubule associated protein 2	C1orf177, LEM, LEXM	37402848	2023	False	0.5	2	Neurosurg Rev	False	Musculoskeletal demands in microsurgery-an explorative study comparing the ergonomics of microscope and 3D exoscope.
Q3ZCV2	163747	CIMAP2 {ECO:0000312|HGNC:HGNC:26854}	ciliary microtubule associated protein 2	C1orf177, LEM, LEXM	32404376	2020	False	0.5	2	BMJ Case Rep	True	Hypogeusia as the initial presenting symptom of COVID-19
Q3ZCV2	163747	CIMAP2 {ECO:0000312|HGNC:HGNC:26854}	ciliary microtubule associated protein 2	C1orf177, LEM, LEXM	31992305	2020	False	0.5	2	Malar J	True	Falciparum malaria from coastal Tanzania and Zanzibar remains highly connected despite effective control efforts on the archipelago
Q3ZCV2	163747	CIMAP2 {ECO:0000312|HGNC:HGNC:26854}	ciliary microtubule associated protein 2	C1orf177, LEM, LEXM	39962468	2025	False	0.4215	37	J Nanobiotechnology	True	Inflammatory memory-activated biomimetic nanovesicles regulate neutrophil plasticity and metabolic reprogramming for rapid diabetic wound healing via targeting miR-193a-5p/TLR4/JNK/P38 MAPK pathways
Q3ZCV2	163747	CIMAP2 {ECO:0000312|HGNC:HGNC:26854}	ciliary microtubule associated protein 2	C1orf177, LEM, LEXM	36936814	2023	False	0.3846	5	Comput Struct Biotechnol J	True	Apically-located P4-ATPase1-Lem1 complex internalizes phosphatidylserine and regulates motility-dependent invasion and egress in Toxoplasma gondii
Q3ZCV2	163747	CIMAP2 {ECO:0000312|HGNC:HGNC:26854}	ciliary microtubule associated protein 2	C1orf177, LEM, LEXM	32912094	2020	False	0.3333	3	Stroke	False	Exome Array Analysis of Early-Onset Ischemic Stroke.
Q3ZCV2	163747	CIMAP2 {ECO:0000312|HGNC:HGNC:26854}	ciliary microtubule associated protein 2	C1orf177, LEM, LEXM	36074550	2022	False	0.3333	3	JMIR Res Protoc	True	Testing and Optimizing Guided Thinking Tasks to Promote Physical Activity: Protocol for a Randomized Factorial Trial
Q3ZCV2	163747	CIMAP2 {ECO:0000312|HGNC:HGNC:26854}	ciliary microtubule associated protein 2	C1orf177, LEM, LEXM	36219579	2023	False	0.3333	3	Anesth Analg	True	Thrombosis-related Loss of Arterial Lines in the First Wave of COVID-19 and non-COVID-19 Intensive Care Unit Patients
Q3ZCV2	163747	CIMAP2 {ECO:0000312|HGNC:HGNC:26854}	ciliary microtubule associated protein 2	C1orf177, LEM, LEXM	33718021	2021	False	0.3008	25	Transl Lung Cancer Res	True	Novel risk scoring system for immune checkpoint inhibitors treatment in non-small cell lung cancer
Q14687	23199	GSE1	Gse1 coiled-coil protein	CRHSP24, KIAA0182	37867456	2023	True	1.0	1	J Biochem Mol Toxicol	False	Circ_0001982 aggravates breast cancer development through the circ_0001982-miR-144-3p-GSE1 axis.
Q14687	23199	GSE1	Gse1 coiled-coil protein	CRHSP24, KIAA0182	29367342	2018	True	0.7059	4	J Biol Chem	False	GSE1 predicts poor survival outcome in gastric cancer patients by SLC7A5 enhancement of tumor growth and metastasis.
Q14687	23199	GSE1	Gse1 coiled-coil protein	CRHSP24, KIAA0182	33623790	2021	True	0.4689	21	Biomed Res Int	True	Overexpression of GSE1 Related to Trastuzumab Resistance in Gastric Cancer Cells
Q14687	23199	GSE1	Gse1 coiled-coil protein	CRHSP24, KIAA0182	34862459	2022	True	0.4511	35	Oncogene	True	Pharmacological inhibition of LSD1 triggers myeloid differentiation by targeting GSE1 oncogenic functions in AML
Q14687	23199	GSE1	Gse1 coiled-coil protein	CRHSP24, KIAA0182	38886911	2024	True	0.3889	5	Cell Biol Int	False	GSE1 promotes the proliferation and migration of lung adenocarcinoma cells by downregulating KLF6 expression.
Q14687	23199	GSE1	Gse1 coiled-coil protein	CRHSP24, KIAA0182	34439112	2021	True	0.3382	47	Cancers (Basel)	True	Genetic Suppressor Element 1 (GSE1) Promotes the Oncogenic and Recurrent Phenotypes of Castration-Resistant Prostate Cancer by Targeting Tumor-Associated Calcium Signal Transducer 2 (TACSTD2)
Q14687	23199	GSE1	Gse1 coiled-coil protein	CRHSP24, KIAA0182	37372407	2023	False	0.3333	2	Genes (Basel)	True	Plant Promoters: Their Identification, Characterization, and Role in Gene Regulation
Q14687	23199	GSE1	Gse1 coiled-coil protein	CRHSP24, KIAA0182	37143700	2023	False	0.3333	2	RSC Adv	True	Precise determination of major and trace elements in micrometer-scale ilmenite lamellae in titanomagnetite using LA-ICP-MS technique: application of regression analysis to time-resolved signals 
Q9HD64	653220	XAGE1A {ECO:0000312|HGNC:HGNC:4111}	X antigen family member 1A	CT12.1, CT12.1A, CT12.1B, CTP9, GAGED2, XAGE-1, XAGE1, XAGE1B	35027975	2021	True	0.7692	9	J Med Life	True	Cancer testis antigen XAGE-1 is a promising marker for the diagnosis and treatment of ovarian cancer
Q9HD64	653220	XAGE1A {ECO:0000312|HGNC:HGNC:4111}	X antigen family member 1A	CT12.1, CT12.1A, CT12.1B, CTP9, GAGED2, XAGE-1, XAGE1, XAGE1B	29866600	2018	True	0.6138	9	Biomed J	True	Computational prediction of vaccine potential epitopes and 3-dimensional structure of XAGE-1b for non-small cell lung cancer immunotherapy
Q9HD64	653220	XAGE1A {ECO:0000312|HGNC:HGNC:4111}	X antigen family member 1A	CT12.1, CT12.1A, CT12.1B, CTP9, GAGED2, XAGE-1, XAGE1, XAGE1B	38964205	2024	True	0.4211	5	Cancer Treat Res Commun	False	Automated immunoassay of serum NY-ESO-1 and XAGE1 antibodies for predicting clinical benefit with immune checkpoint inhibitor (ICI) in advanced non-small cell lung cancer.
Q9HD64	653220	XAGE1A {ECO:0000312|HGNC:HGNC:4111}	X antigen family member 1A	CT12.1, CT12.1A, CT12.1B, CTP9, GAGED2, XAGE-1, XAGE1, XAGE1B	36642483	2023	True	0.4	3	Adv Clin Chem	False	Immune checkpoint therapy and response biomarkers in non-small-cell lung cancer: Serum NY-ESO-1 and XAGE1 antibody as predictive and monitoring markers.
Q9HD64	653220	XAGE1A {ECO:0000312|HGNC:HGNC:4111}	X antigen family member 1A	CT12.1, CT12.1A, CT12.1B, CTP9, GAGED2, XAGE-1, XAGE1, XAGE1B	33865813	2021	True	0.3	4	Clin Chim Acta	False	A novel automated immunoassay for serum NY-ESO-1 and XAGE1 antibodies in combinatory prediction of response to anti-programmed cell death-1 therapy in non-small-cell lung cancer.
Q96H12	91283	MSANTD3	Myb/SANT DNA binding domain containing 3	C9orf30, L8	30520817	2019	True	0.5294	5	Am J Surg Pathol	False	The HTN3-MSANTD3 Fusion Gene Defines a Subset of Acinic Cell Carcinoma of the Salivary Gland.
Q6P1R3	79684	MSANTD2	Myb/SANT DNA binding domain containing 2	C11orf61	37211917	2023	True	0.6842	10	Cancer Med	True	 LncRNA BCLET  variant confers bladder cancer susceptibility through alternative splicing of  MSANTD2  exon 1
Q9Y2S6	51372	TMA7	translation machinery associated 7 homolog	CCDC72, HSPC016	37056932	2023	True	0.38	30	Int J Biol Sci	True	IGF2BP3 Regulates TMA7-mediated Autophagy and Cisplatin Resistance in Laryngeal Cancer via m6A RNA Methylation
O00193	10944	SMAP	chromosome 11 open reading frame 58	Hero20, IMAGE145052, SMAP	39595169	2024	True	0.6323	25	Biomedicines	True	C11orf58 (Hero20) Gene Polymorphism: Contribution to Ischemic Stroke Risk and Interactions with Other Heat-Resistant Obscure Chaperones
O00193	10944	SMAP	chromosome 11 open reading frame 58	Hero20, IMAGE145052, SMAP	33089979	2020	False	0.3333	3	J Proteome Res	False	Bioinformatic Prediction of Gene Ontology Terms of Uncharacterized Proteins from Chromosome 11.
O00193	10944	SMAP	chromosome 11 open reading frame 58	Hero20, IMAGE145052, SMAP	30306226	2018	False	0.3333	3	Osteoporos Int	False	Gene-based GWAS analysis for consecutive studies of GEFOS.
